id_pokedex,nombre,especie,generacion,tipo_1,tipo_2,numero_tipos,ps,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_estadisticas_base,altura_m,peso_kg,experiencia_base,habilidad_1,habilidad_2,habilidad_oculta,color,forma,habitat,ritmo_crecimiento,grupos_huevo,es_legendario,es_mitico,es_bebe,tasa_captura,felicidad_base,contador_eclosion,tasa_genero,descripcion,url_sprite,es_tipo_dual,imc,proporcion_ataque_defensa,total_fisico,total_especial,total_ofensivo,total_defensivo,distribucion_genero,nivel_estadisticas
571,Zoroark,Pokémon Disfrazorro,Generacion 5,siniestro,,1,60,105,60,120,60,105,510,1.6,81.1,179,Ilusión,,,gris,erguido,,medio_lento,tierra,Falso,Falso,Falso,45,70,20,1,Tiene la facultad de confundir a muchos humanos a la vez. Protege su guarida creando un paisaje ilusorio.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,Falso,31.7,1.75,165,180,330,180,88% Macho / 12% Hembra,Fuerte (500-599)
572,Minccino,Pokémon Chinchilla,Generacion 5,normal,,1,55,50,40,40,40,75,300,0.4,5.8,60,Gran Encanto,Experto,Encadenado,gris,cuadrupedo,,rapido,tierra,Falso,Falso,Falso,255,70,15,6,Se saludan entre sí frotándose con la cola y limpiándose a conciencia.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,Falso,36.2,1.25,90,80,165,135,25% Macho / 75% Hembra,Debajo del promedio (300-399)
573,Cinccino,Pokémon Estola,Generacion 5,normal,,1,75,95,60,65,60,115,470,0.5,7.5,165,Gran Encanto,Experto,Encadenado,gris,cuadrupedo,,rapido,tierra,Falso,Falso,Falso,60,70,15,6,El pelo que cubre su cuerpo proporciona una agradable sensación al tocarlo. No acumula ni polvo ni electricidad estática.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,Falso,30.0,1.58,155,125,275,195,25% Macho / 75% Hembra,Promedio (400-499)
574,Gothita,Pokémon Inquisitivo,Generacion 5,psiquico,,1,45,30,50,55,65,45,290,0.4,5.8,58,Cacheo,Tenacidad,Sombra Trampa,morado,humanoide,,medio_lento,humanoide,Falso,Falso,Falso,200,70,20,6,Amplifica su poder psíquico con sus antenitas en forma de lazo. Siempre está mirando algo fijamente.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,Falso,36.2,0.6,80,120,130,160,25% Macho / 75% Hembra,Debil (<300)
575,Gothorita,Pokémon Manipulador,Generacion 5,psiquico,,1,60,45,70,75,85,55,390,0.7,18.0,137,Cacheo,Tenacidad,Sombra Trampa,morado,humanoide,,medio_lento,humanoide,Falso,Falso,Falso,100,70,20,6,"La luz de las estrellas origina su poder. De noche, marca su posición haciendo levitar piedras con su poder psíquico.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,Falso,36.7,0.64,115,160,175,215,25% Macho / 75% Hembra,Debajo del promedio (300-399)
576,Gothitelle,Pokémon Astro,Generacion 5,psiquico,,1,70,55,95,95,110,65,490,1.5,44.0,221,Cacheo,Tenacidad,Sombra Trampa,morado,humanoide,,medio_lento,humanoide,Falso,Falso,Falso,50,70,20,6,Su inmenso poder psíquico distorsiona el espacio y le permite reflejar incluso estrellas a años luz de distancia.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,Falso,19.6,0.58,150,205,215,275,25% Macho / 75% Hembra,Promedio (400-499)
577,Solosis,Pokémon Célula,Generacion 5,psiquico,,1,45,30,40,105,50,20,290,0.3,1.0,58,Funda,Muro Mágico,Regeneración,verde,bola,,medio_lento,indeterminado,Falso,Falso,Falso,200,70,20,4,"Gracias a la sustancia viscosa que envuelve su cuerpo, permanece tranquilo por dura o rigurosa que sea la situación.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,Falso,11.1,0.75,70,155,155,135,50% Macho / 50% Hembra,Debil (<300)
578,Duosion,Pokémon Mitosis,Generacion 5,psiquico,,1,65,40,50,125,60,30,370,0.6,8.0,130,Funda,Muro Mágico,Regeneración,verde,bola,,medio_lento,indeterminado,Falso,Falso,Falso,100,70,20,4,"Cuando las dos partes de su cerebro piensan lo mismo, saca todo su poder a relucir.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,Falso,22.2,0.8,90,185,195,175,50% Macho / 50% Hembra,Debajo del promedio (300-399)
579,Reuniclus,Pokémon Ampliación,Generacion 5,psiquico,,1,110,65,75,125,85,30,490,1.0,20.1,221,Funda,Muro Mágico,Regeneración,verde,brazos,,medio_lento,indeterminado,Falso,Falso,Falso,50,70,20,4,Hacen gala de su poder psíquico y mueven sus brazos compuestos de líquido para controlar rocas y hacerlas añicos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,Falso,20.1,0.87,140,210,220,270,50% Macho / 50% Hembra,Promedio (400-499)
580,Ducklett,Pokémon Ave Agua,Generacion 5,agua,volador,2,62,44,50,44,50,55,305,0.5,5.5,61,Vista Lince,Sacapecho,Hidratación,azul,alas,,medio,"agua1, volador",Falso,Falso,Falso,190,70,20,4,"Cuando se ve atacado, las plumas que lo recubren despiden ráfagas de agua que lo ayudan a escapar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,Verdadero,22.0,0.88,94,94,143,162,50% Macho / 50% Hembra,Debajo del promedio (300-399)
581,Swanna,Pokémon Cisne,Generacion 5,agua,volador,2,75,87,63,87,63,98,473,1.3,24.2,166,Vista Lince,Sacapecho,Hidratación,blanco,alas,,medio,"agua1, volador",Falso,Falso,Falso,45,70,20,4,"Aunque no lo parezca por su grácil elegancia, puede batir con fuerza las alas y volar durante miles de kilómetros.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,Verdadero,14.3,1.38,150,150,272,201,50% Macho / 50% Hembra,Promedio (400-499)
582,Vanillite,Pokémon Nieve Fresca,Generacion 5,hielo,,1,36,50,50,65,60,44,305,0.4,5.7,61,Gélido,Manto Níveo,Armadura Frágil,blanco,masa,,lento,mineral,Falso,Falso,Falso,255,70,20,4,Lanza un aliento de -50 °C. Crea bloques de nieve y es capaz de lograr que nieve a su alrededor.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,Falso,35.6,1.0,100,125,159,146,50% Macho / 50% Hembra,Debajo del promedio (300-399)
583,Vanillish,Pokémon Nieve Helada,Generacion 5,hielo,,1,51,65,65,80,75,59,395,1.1,41.0,138,Gélido,Manto Níveo,Armadura Frágil,blanco,masa,,lento,mineral,Falso,Falso,Falso,120,70,20,4,Enfrían el aire a su alrededor y crean partículas de hielo mediante las cuales congelan a sus oponentes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,Falso,33.9,1.0,130,155,204,191,50% Macho / 50% Hembra,Debajo del promedio (300-399)
584,Vanilluxe,Pokémon Nieve Gélida,Generacion 5,hielo,,1,71,95,85,110,95,79,535,1.3,57.5,241,Gélido,Nevada,Armadura Frágil,blanco,cabezas,,lento,mineral,Falso,Falso,Falso,45,70,20,4,"Si sus dos cabezas se irritan al mismo tiempo, genera una ventisca desde su cuerno cubriendo su entorno con nieve.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,Falso,34.0,1.12,180,205,284,251,50% Macho / 50% Hembra,Fuerte (500-599)
585,Deerling,Pokémon Estacional,Generacion 5,normal,planta,2,60,60,50,40,50,75,335,0.6,19.5,67,Clorofila,Herbívoro,Dicha,rosa,cuadrupedo,,medio,tierra,Falso,Falso,Falso,190,70,20,4,"El color de su cuerpo cambia no solo con las estaciones, sino también con los cambios de humedad y temperatura.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,Verdadero,54.2,1.2,110,90,175,160,50% Macho / 50% Hembra,Debajo del promedio (300-399)
586,Sawsbuck,Pokémon Estacional,Generacion 5,normal,planta,2,80,100,70,60,70,95,475,1.9,92.5,166,Clorofila,Herbívoro,Dicha,marron,cuadrupedo,,medio,tierra,Falso,Falso,Falso,75,70,20,4,"Cambia de morada dependiendo de las estaciones. Observando sus cuernos, la gente sabe cuándo estas van a cambiar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,Verdadero,25.6,1.43,170,130,255,220,50% Macho / 50% Hembra,Promedio (400-499)
587,Emolga,Pokémon Vuelardilla,Generacion 5,electrico,volador,2,55,75,60,75,60,103,428,0.4,5.0,150,Elec. Estática,,Electromotor,blanco,cuadrupedo,,medio,tierra,Falso,Falso,Falso,200,70,20,4,Vive en la copa de los árboles. Produce descargas mientras vuela con el interior de la membrana que hace de capa.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,Verdadero,31.2,1.25,135,135,253,175,50% Macho / 50% Hembra,Promedio (400-499)
588,Karrablast,Pokémon Bocado,Generacion 5,bicho,,1,50,75,45,40,45,60,315,0.5,5.9,63,Enjambre,Mudar,Indefenso,azul,humanoide,,medio,bicho,Falso,Falso,Falso,200,70,15,4,"Si recibe un estímulo eléctrico al estar en contacto con un Shelmet, evoluciona.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,Falso,23.6,1.67,120,85,175,140,50% Macho / 50% Hembra,Debajo del promedio (300-399)
589,Escavalier,Pokémon Soldado,Generacion 5,bicho,acero,2,70,135,105,60,105,20,495,1.0,33.0,173,Enjambre,Caparazón,Funda,gris,brazos,,medio,bicho,Falso,Falso,Falso,75,70,15,4,Se defienden de los ataques con el caparazón que roban a los Shelmet. Atacan con sus dos mortíferas lanzas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,Verdadero,33.0,1.29,240,165,215,280,50% Macho / 50% Hembra,Promedio (400-499)
590,Foongus,Pokémon Hongo,Generacion 5,planta,veneno,2,69,55,45,55,55,15,294,0.2,1.0,59,Efecto Espora,,Regeneración,blanco,brazos,,medio,planta,Falso,Falso,Falso,190,70,20,4,"Gracias a su misterioso parecido a una Poké Ball, atrae a sus presas y lanza rápidamente esporas de veneno.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,Verdadero,25.0,1.22,100,110,125,169,50% Macho / 50% Hembra,Debil (<300)
591,Amoonguss,Pokémon Hongo,Generacion 5,planta,veneno,2,114,85,70,85,80,30,464,0.6,10.5,162,Efecto Espora,,Regeneración,blanco,brazos,,medio,planta,Falso,Falso,Falso,75,70,20,4,"Aunque intenta pasar por parte superior de una Poké Ball para atraer a sus presas, consigue engañar a pocos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,Verdadero,29.2,1.21,155,165,200,264,50% Macho / 50% Hembra,Promedio (400-499)
592,Frillish,Pokémon Ingrávido,Generacion 5,agua,fantasma,2,55,40,50,65,85,40,335,1.2,33.0,67,Absorbe Agua,Cuerpo Maldito,Humedad,blanco,tentaculos,,medio,indeterminado,Falso,Falso,Falso,190,70,20,4,"Paraliza a sus presas con veneno y las lleva a su morada, que se encuentra a 8000 m en el fondo del mar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,Verdadero,22.9,0.8,90,150,145,190,50% Macho / 50% Hembra,Debajo del promedio (300-399)
593,Jellicent,Pokémon Ingrávido,Generacion 5,agua,fantasma,2,100,60,70,85,105,60,480,2.2,135.0,168,Absorbe Agua,Cuerpo Maldito,Humedad,blanco,tentaculos,,medio,indeterminado,Falso,Falso,Falso,60,70,20,4,Su cuerpo se compone de agua salada. Dicen que ha construido un palacio en el fondo del mar con restos de barcos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,Verdadero,27.9,0.86,130,190,205,275,50% Macho / 50% Hembra,Promedio (400-499)
594,Alomomola,Pokémon Socorrista,Generacion 5,agua,,1,165,75,80,40,45,65,470,1.2,31.6,165,Alma Cura,Hidratación,Regeneración,rosa,pez,,rapido,"agua1, agua2",Falso,Falso,Falso,75,70,40,4,"Vive flotando a la deriva en mar abierto. Siempre que encuentra un Pokémon herido, lo abraza y lo lleva a la costa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,Falso,21.9,0.94,155,85,180,290,50% Macho / 50% Hembra,Promedio (400-499)
595,Joltik,Pokémon Lapa,Generacion 5,bicho,electrico,2,50,47,50,57,50,65,319,0.1,0.6,64,Ojo Compuesto,Nerviosismo,Enjambre,amarillo,armadura,,medio,bicho,Falso,Falso,Falso,190,70,20,4,"No puede generar electricidad por sí mismo, así que se encarama a Pokémon grandes y absorbe su energía estática.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,Verdadero,60.0,0.94,97,107,169,150,50% Macho / 50% Hembra,Debajo del promedio (300-399)
596,Galvantula,Pokémon Electroaraña,Generacion 5,bicho,electrico,2,70,77,60,97,60,108,472,0.8,14.3,165,Ojo Compuesto,Nerviosismo,Enjambre,amarillo,armadura,,medio,bicho,Falso,Falso,Falso,75,70,20,4,"Pone trampas con hilos electrificados. De este modo, electrocuta a sus enemigos y los inmoviliza por completo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,Verdadero,22.3,1.28,137,157,282,190,50% Macho / 50% Hembra,Promedio (400-499)
597,Ferroseed,Pokémon Fruto Espina,Generacion 5,planta,acero,2,44,50,91,24,86,10,305,0.6,18.8,61,Punta Acero,,,gris,bola,,medio,"planta, mineral",Falso,Falso,Falso,255,70,20,4,"Lanza numerosas púas al detectar peligro. En cuanto tiene ocasión, echa a rodar y se escapa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,Verdadero,52.2,0.55,141,110,84,221,50% Macho / 50% Hembra,Debajo del promedio (300-399)
598,Ferrothorn,Pokémon Bola Espina,Generacion 5,planta,acero,2,74,94,131,54,116,20,489,1.0,110.0,171,Punta Acero,,Anticipación,gris,tentaculos,,medio,"planta, mineral",Falso,Falso,Falso,90,70,20,4,Azota al enemigo con sus tres tentáculos y después dispara púas hasta que no deja ni rastro del rival.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,Verdadero,110.0,0.72,225,170,168,321,50% Macho / 50% Hembra,Promedio (400-499)
599,Klink,Pokémon Engranaje,Generacion 5,acero,,1,40,55,70,45,60,30,300,0.3,21.0,60,Más,Menos,Cuerpo Puro,gris,cabezas,,medio_lento,mineral,Falso,Falso,Falso,130,70,20,-1,Genera la energía vital que necesita haciendo girar sus dos cuerpos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,Falso,233.3,0.79,125,105,130,170,Sin genero,Debajo del promedio (300-399)
600,Klang,Pokémon Engranaje,Generacion 5,acero,,1,60,80,95,70,85,50,440,0.6,51.0,154,Más,Menos,Cuerpo Puro,gris,cabezas,,medio_lento,mineral,Falso,Falso,Falso,60,70,20,-1,"Muestra sus sentimientos cambiando la dirección de su giro. Cuanto más se enfade, más rápido girará.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,Falso,141.7,0.84,175,155,200,240,Sin genero,Promedio (400-499)
601,Klinklang,Pokémon Engranaje,Generacion 5,acero,,1,60,100,115,70,85,90,520,0.6,81.0,234,Más,Menos,Cuerpo Puro,gris,cabezas,,medio_lento,mineral,Falso,Falso,Falso,30,70,20,-1,Recarga su energía rápidamente haciendo girar con gran celeridad el engranaje equipado con un núcleo rojo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,Falso,225.0,0.87,215,155,260,260,Sin genero,Fuerte (500-599)
602,Tynamo,Pokémon Electropez,Generacion 5,electrico,,1,35,55,40,45,40,60,275,0.2,0.3,55,Levitación,,,blanco,pez,,lento,indeterminado,Falso,Falso,Falso,190,70,20,4,"La electricidad de uno solo es diminuta, pero, si multitud de Tynamo se conectan, consiguen la potencia de un rayo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,Falso,7.5,1.38,95,85,160,115,50% Macho / 50% Hembra,Debil (<300)
603,Eelektrik,Pokémon Electropez,Generacion 5,electrico,,1,65,85,70,75,70,40,405,1.2,22.0,142,Levitación,,,azul,pez,,lento,indeterminado,Falso,Falso,Falso,60,70,20,4,"Se enrolla alrededor de su presa, la paraliza con la electricidad de sus marcas circulares y le asesta mordiscos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,Falso,15.3,1.21,155,145,200,205,50% Macho / 50% Hembra,Promedio (400-499)
604,Eelektross,Pokémon Electropez,Generacion 5,electrico,,1,85,115,80,105,80,50,515,2.1,80.5,232,Levitación,,,azul,pez,,lento,indeterminado,Falso,Falso,Falso,30,70,20,4,Pega la ventosa de su boca en su presa y la electrocuta con sus colmillos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,Falso,18.3,1.44,195,185,270,245,50% Macho / 50% Hembra,Fuerte (500-599)
605,Elgyem,Pokémon Cerebro,Generacion 5,psiquico,,1,55,55,55,85,55,30,335,0.5,9.0,67,Telepatía,Sincronía,Cálculo Final,azul,erguido,,medio,humanoide,Falso,Falso,Falso,255,70,20,4,Posee un gran poder psíquico. Lo usa para comprimir el cerebro del enemigo y ocasionarle dolores de cabeza.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,Falso,36.0,1.0,110,140,170,165,50% Macho / 50% Hembra,Debajo del promedio (300-399)
606,Beheeyem,Pokémon Cerebro,Generacion 5,psiquico,,1,75,75,75,125,95,40,485,1.0,34.5,170,Telepatía,Sincronía,Cálculo Final,marron,humanoide,,medio,humanoide,Falso,Falso,Falso,90,70,20,4,"Parece que se comunica haciendo brillar sus dedos tricolores, pero nadie ha conseguido descifrar aún su patrón.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,Falso,34.5,1.0,150,220,240,245,50% Macho / 50% Hembra,Promedio (400-499)
607,Litwick,Pokémon Vela,Generacion 5,fantasma,fuego,2,50,30,55,65,55,20,275,0.3,3.1,55,Absorbe Fuego,Cuerpo Llama,Allanamiento,blanco,masa,,medio_lento,indeterminado,Falso,Falso,Falso,190,70,20,4,"Finge ser una luz guía en el camino, pero en realidad solo quiere absorber la energía vital de quien lo sigue.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,Verdadero,34.4,0.55,85,120,115,160,50% Macho / 50% Hembra,Debil (<300)
608,Lampent,Pokémon Farolillo,Generacion 5,fantasma,fuego,2,60,40,60,95,60,55,370,0.6,13.0,130,Absorbe Fuego,Cuerpo Llama,Allanamiento,negro,brazos,,medio_lento,indeterminado,Falso,Falso,Falso,90,70,20,4,"Al absorber almas, su llama se enciende. Espera a que la gente fallezca, así que suele deambular por los hospitales.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,Verdadero,36.1,0.67,100,155,190,180,50% Macho / 50% Hembra,Debajo del promedio (300-399)
609,Chandelure,Pokémon Señuelo,Generacion 5,fantasma,fuego,2,60,55,90,145,90,80,520,1.0,34.3,234,Absorbe Fuego,Cuerpo Llama,Allanamiento,negro,brazos,,medio_lento,indeterminado,Falso,Falso,Falso,45,70,20,4,"Sus llamas absorben el alma del enemigo y la abrasan, dejando solo su cuerpo inerte.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,Verdadero,34.3,0.61,145,235,280,240,50% Macho / 50% Hembra,Fuerte (500-599)
610,Axew,Pokémon Colmillo,Generacion 5,dragon,,1,46,87,60,30,40,57,320,0.6,18.0,64,Rivalidad,Rompemoldes,Nerviosismo,verde,erguido,,lento,"monstruo, dragon",Falso,Falso,Falso,75,35,40,4,"Usa sus colmillos para romper las bayas que come. Estos se regeneran una y otra vez, por eso son tan fuertes y afilados.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,Falso,50.0,1.45,147,70,174,146,50% Macho / 50% Hembra,Debajo del promedio (300-399)
611,Fraxure,Pokémon Boca Hacha,Generacion 5,dragon,,1,66,117,70,40,50,67,410,1.0,36.0,144,Rivalidad,Rompemoldes,Nerviosismo,verde,erguido,,lento,"monstruo, dragon",Falso,Falso,Falso,60,35,40,4,Sus colmillos pueden hacer añicos rocas inmensas. Las luchas territoriales de los Fraxure son encarnizadas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,Falso,36.0,1.67,187,90,224,186,50% Macho / 50% Hembra,Promedio (400-499)
612,Haxorus,Pokémon Boca Hacha,Generacion 5,dragon,,1,76,147,90,60,70,97,540,1.8,105.5,243,Rivalidad,Rompemoldes,Nerviosismo,amarillo,erguido,,lento,"monstruo, dragon",Falso,Falso,Falso,45,35,40,4,"Es gentil, pero no perdona a todo el que ose invadir su territorio. Su mayor baza son sus colmillos, que cortan el acero.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,Falso,32.6,1.63,237,130,304,236,50% Macho / 50% Hembra,Fuerte (500-599)
613,Cubchoo,Pokémon Congelación,Generacion 5,hielo,,1,55,70,40,60,40,40,305,0.5,8.5,61,Manto Níveo,Quitanieves,Cobardía,blanco,erguido,,medio,tierra,Falso,Falso,Falso,120,70,20,4,"Siempre está con mucosidades colgando. Las aspira para hacer un movimiento, ya que son su materia prima para esto.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,Falso,34.0,1.75,110,100,170,135,50% Macho / 50% Hembra,Debajo del promedio (300-399)
614,Beartic,Pokémon Glaciación,Generacion 5,hielo,,1,95,130,80,70,80,50,505,2.6,260.0,177,Manto Níveo,Quitanieves,Nado Rápido,blanco,cuadrupedo,,medio,tierra,Falso,Falso,Falso,60,70,20,4,Adoran los mares gélidos del norte. Congelan su aliento para crear sendas por las que caminar sobre las aguas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,Falso,38.5,1.62,210,150,250,255,50% Macho / 50% Hembra,Fuerte (500-599)
615,Cryogonal,Pokémon Cristal,Generacion 5,hielo,,1,80,50,50,95,135,105,515,1.1,148.0,180,Levitación,,,azul,bola,,medio,mineral,Falso,Falso,Falso,25,70,25,-1,Nació entre nubes de nieve. Atrapa a sus presas con una cadena hecha de hielo cristalizado.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,Falso,122.3,1.0,100,230,250,265,Sin genero,Fuerte (500-599)
616,Shelmet,Pokémon Caracol,Generacion 5,bicho,,1,50,40,85,40,65,25,305,0.4,7.7,61,Hidratación,Caparazón,Funda,rojo,bola,,medio,bicho,Falso,Falso,Falso,200,70,15,4,"Si está junto a Karrablast, y ambos reciben una descarga eléctrica, evolucionan los dos a la vez.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,Falso,48.1,0.47,125,105,105,200,50% Macho / 50% Hembra,Debajo del promedio (300-399)
617,Accelgor,Pokémon Sincaparazón,Generacion 5,bicho,,1,80,70,40,100,60,145,495,0.8,25.3,173,Hidratación,Viscosidad,Liviano,rojo,brazos,,medio,bicho,Falso,Falso,Falso,75,70,15,4,Se siente ligero una vez liberado de su caparazón. Lucha y se mueve como un ninja.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,Falso,39.5,1.75,110,160,315,180,50% Macho / 50% Hembra,Promedio (400-499)
618,Stunfisk,Pokémon Trampa,Generacion 5,tierra,electrico,2,109,66,84,81,99,32,471,0.7,11.0,165,Elec. Estática,Flexibilidad,Velo Arena,marron,pez,,medio,"agua1, indeterminado",Falso,Falso,Falso,75,70,20,4,Ni un pisotón de un luchador de sumo lo aplastaría gracias a su piel sólida. Sonríe al soltar descargas eléctricas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,Verdadero,22.4,0.79,150,180,179,292,50% Macho / 50% Hembra,Promedio (400-499)
619,Mienfoo,Pokémon Arte Marcial,Generacion 5,lucha,,1,45,85,50,55,50,65,350,0.9,20.0,70,Foco Interno,Regeneración,Audaz,amarillo,erguido,,medio_lento,"tierra, humanoide",Falso,Falso,Falso,180,70,25,4,La velocidad de sus ataques es su gran orgullo. Lo que le falta de fuerza bruta lo compensa en cantidad de golpes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,Falso,24.7,1.7,135,105,205,145,50% Macho / 50% Hembra,Debajo del promedio (300-399)
620,Mienshao,Pokémon Arte Marcial,Generacion 5,lucha,,1,65,125,60,95,60,105,510,1.4,35.5,179,Foco Interno,Regeneración,Audaz,morado,erguido,,medio_lento,"tierra, humanoide",Falso,Falso,Falso,45,70,25,4,Usa el pelaje de sus brazos a manera de látigos. Sus ataques alcanzan velocidades de vértigo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,Falso,18.1,2.08,185,155,325,185,50% Macho / 50% Hembra,Fuerte (500-599)
621,Druddigon,Pokémon Cueva,Generacion 5,dragon,,1,77,120,90,60,90,48,485,1.6,139.0,170,Piel Tosca,Potencia Bruta,Rompemoldes,rojo,erguido,,medio,"dragon, monstruo",Falso,Falso,Falso,45,70,30,4,Corre por estrechas cavernas y atrapa a sus presas con sus afiladas garras. La piel de la cara es más dura que una roca.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,Falso,54.3,1.33,210,150,228,257,50% Macho / 50% Hembra,Promedio (400-499)
622,Golett,Pokémon Autómata,Generacion 5,tierra,fantasma,2,59,74,50,35,50,35,303,1.0,92.0,61,Puño Férreo,Zoquete,Indefenso,verde,humanoide,,medio,mineral,Falso,Falso,Falso,190,70,25,-1,"Se mueve gracias a la energía que quema dentro de su cuerpo, pero el origen de esta energía es incierto.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,Verdadero,92.0,1.48,124,85,144,159,Sin genero,Debajo del promedio (300-399)
623,Golurk,Pokémon Autómata,Generacion 5,tierra,fantasma,2,89,124,80,55,80,55,483,2.8,330.0,169,Puño Férreo,Zoquete,Indefenso,verde,humanoide,,medio,mineral,Falso,Falso,Falso,90,70,25,-1,"Al parecer, aquel que antaño lo creó le ordenó proteger a los Pokémon y a los humanos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,Verdadero,42.1,1.55,204,135,234,249,Sin genero,Promedio (400-499)
624,Pawniard,Pokémon Tajo,Generacion 5,siniestro,acero,2,45,85,70,40,40,60,340,0.5,10.2,68,Competitivo,Foco Interno,Presión,rojo,humanoide,,medio,humanoide,Falso,Falso,Falso,120,35,20,4,"Su cuerpo está provisto de hojas afiladas. Cuando se desgastan, las afila con cantos rodados a la orilla del río.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,Verdadero,40.8,1.21,155,80,185,155,50% Macho / 50% Hembra,Debajo del promedio (300-399)
625,Bisharp,Pokémon Filo,Generacion 5,siniestro,acero,2,65,125,100,60,70,70,490,1.6,70.0,172,Competitivo,Foco Interno,Presión,rojo,humanoide,,medio,humanoide,Falso,Falso,Falso,45,35,20,4,Un Pokémon temible que remata a su presa una vez que su séquito de Pawniard la ha debilitado e inmovilizado.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,Verdadero,27.3,1.25,225,130,255,235,50% Macho / 50% Hembra,Promedio (400-499)
